id,user_id,point_id,tour_visit_activity_id,seq_number_of_visits,created_at,updated_at,language
41,14,720.0,8,1,7/12/2015 17:51,7/12/2015 17:51,3
42,5,845.0,9,1,7/13/2015 6:03,7/13/2015 6:03,3
43,213,88.0,10,1,7/24/2015 14:11,7/24/2015 14:11,3
44,213,94.0,10,1,7/24/2015 13:26,7/24/2015 13:26,3
45,213,93.0,10,1,7/24/2015 13:15,7/24/2015 13:15,3
46,213,91.0,10,1,7/24/2015 12:54,7/24/2015 12:54,3
47,2,4.0,11,1,7/25/2015 11:08,7/25/2015 11:08,3
48,2,664.0,12,1,7/25/2015 14:22,7/25/2015 14:22,3
49,2,659.0,12,1,7/25/2015 12:21,7/25/2015 12:21,3
50,2,658.0,12,1,7/25/2015 12:21,7/25/2015 12:21,3
51,2,662.0,12,1,7/25/2015 12:21,7/25/2015 12:21,3
52,2,567.0,13,1,7/29/2015 8:54,7/29/2015 8:54,3
53,218,1051.0,14,1,8/11/2015 3:30,8/11/2015 3:30,3
54,218,974.0,14,1,8/11/2015 3:26,8/11/2015 3:26,3
55,218,970.0,14,1,8/11/2015 3:26,8/11/2015 3:26,3
56,241,337.0,15,1,8/18/2015 17:44,8/18/2015 17:44,3
57,241,353.0,15,1,8/18/2015 17:33,8/18/2015 17:33,3
58,241,355.0,15,1,8/18/2015 17:26,8/18/2015 17:26,3
59,241,487.0,16,1,8/20/2015 2:05,8/20/2015 2:05,3
60,241,485.0,16,1,8/20/2015 1:53,8/20/2015 1:53,3
61,241,483.0,16,1,8/20/2015 1:50,8/20/2015 1:50,3
62,241,475.0,16,1,8/18/2015 19:02,8/18/2015 19:02,3
63,241,492.0,16,1,8/18/2015 17:46,8/18/2015 17:46,3
64,241,474.0,16,1,8/18/2015 17:44,8/18/2015 17:44,3
65,241,477.0,16,1,8/18/2015 17:33,8/18/2015 17:33,3
66,241,476.0,16,1,8/18/2015 17:30,8/18/2015 17:30,3
67,5,1190.0,17,1,9/6/2015 8:42,9/6/2015 8:42,3
68,2,311.0,18,1,9/6/2015 9:29,9/6/2015 9:29,3
69,5,1277.0,19,1,9/9/2015 12:24,9/9/2015 12:24,3
70,5,1281.0,19,1,9/9/2015 12:24,9/9/2015 12:24,3
71,5,1282.0,19,1,9/9/2015 12:23,9/9/2015 12:23,3
72,5,1279.0,19,1,9/9/2015 12:22,9/9/2015 12:22,3
73,5,1278.0,19,1,9/7/2015 15:07,9/7/2015 15:07,3
74,273,344.0,20,1,9/7/2015 22:14,9/7/2015 22:14,3
75,273,348.0,20,1,9/7/2015 21:07,9/7/2015 21:07,3
76,273,352.0,20,1,9/7/2015 20:54,9/7/2015 20:54,3
77,273,354.0,20,1,9/7/2015 20:43,9/7/2015 20:43,3
78,273,353.0,20,1,9/7/2015 20:37,9/7/2015 20:37,3
79,273,355.0,20,1,9/7/2015 20:34,9/7/2015 20:34,3
80,273,337.0,20,1,9/7/2015 20:28,9/7/2015 20:28,3
81,273,339.0,20,1,9/7/2015 20:25,9/7/2015 20:25,3
82,273,340.0,20,1,9/7/2015 20:15,9/7/2015 20:15,3
83,273,341.0,20,1,9/7/2015 20:12,9/7/2015 20:12,3
84,273,342.0,20,1,9/7/2015 20:10,9/7/2015 20:10,3
85,273,343.0,20,1,9/7/2015 20:05,9/7/2015 20:05,3
86,273,345.0,20,1,9/7/2015 20:02,9/7/2015 20:02,3
87,273,347.0,20,1,9/7/2015 19:52,9/7/2015 19:52,3
88,273,346.0,20,1,9/7/2015 19:49,9/7/2015 19:49,3
89,273,351.0,20,1,9/7/2015 19:43,9/7/2015 19:43,3
90,273,349.0,20,1,9/7/2015 19:34,9/7/2015 19:34,3
91,5,1145.0,21,1,9/9/2015 12:21,9/9/2015 12:21,3
92,287,812.0,22,1,9/19/2015 10:01,9/19/2015 10:01,3
93,2,1144.0,23,1,9/20/2015 17:27,9/20/2015 17:27,3
94,89,1074.0,24,1,10/12/2015 21:16,10/12/2015 21:16,3
95,302,1467.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
96,302,1472.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
97,302,1469.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
98,302,1475.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
99,302,1474.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
100,302,1466.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
101,302,1468.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
102,302,1473.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
103,302,1471.0,25,1,10/14/2015 16:48,10/14/2015 16:48,3
104,2,1550.0,26,1,10/29/2015 1:59,10/29/2015 1:59,3
105,310,1551.0,27,1,11/5/2015 8:19,11/5/2015 8:19,3
106,310,1549.0,27,1,10/29/2015 3:47,10/29/2015 3:47,3
107,310,1550.0,27,1,10/29/2015 2:05,10/29/2015 2:05,3
108,327,451.0,28,1,11/10/2015 19:14,11/10/2015 19:14,3
109,327,453.0,28,1,11/10/2015 19:10,11/10/2015 19:10,3
110,327,1320.0,29,1,11/10/2015 20:25,11/10/2015 20:25,3
111,327,1324.0,29,1,11/10/2015 19:27,11/10/2015 19:27,3
112,324,719.0,30,1,11/17/2015 10:52,11/17/2015 10:52,3
113,324,718.0,30,1,11/17/2015 10:49,11/17/2015 10:49,3
114,324,717.0,30,1,11/17/2015 10:42,11/17/2015 10:42,3
115,324,716.0,30,1,11/17/2015 10:34,11/17/2015 10:34,3
116,324,715.0,30,1,11/17/2015 10:27,11/17/2015 10:27,3
117,324,714.0,30,1,11/17/2015 10:20,11/17/2015 10:20,3
118,324,713.0,30,1,11/17/2015 10:15,11/17/2015 10:15,3
119,324,712.0,30,1,11/17/2015 10:10,11/17/2015 10:10,3
120,324,711.0,30,1,11/17/2015 10:05,11/17/2015 10:05,3
121,324,710.0,30,1,11/17/2015 9:59,11/17/2015 9:59,3
122,324,709.0,30,1,11/17/2015 9:53,11/17/2015 9:53,3
123,324,701.0,30,1,11/17/2015 9:38,11/17/2015 9:38,3
124,324,707.0,30,1,11/17/2015 9:36,11/17/2015 9:36,3
125,324,708.0,30,1,11/17/2015 9:33,11/17/2015 9:33,3
126,27,1713.0,31,1,12/8/2015 4:51,12/8/2015 4:51,3
127,2,324.0,32,1,12/17/2015 17:30,12/17/2015 17:30,3
128,2,323.0,32,1,12/17/2015 17:26,12/17/2015 17:26,3
129,2,322.0,32,1,12/17/2015 17:23,12/17/2015 17:23,3
130,2,321.0,32,1,12/17/2015 17:22,12/17/2015 17:22,3
131,2,320.0,32,1,12/17/2015 17:18,12/17/2015 17:18,3
132,2,319.0,32,1,12/17/2015 17:11,12/17/2015 17:11,3
133,2,318.0,32,1,12/17/2015 17:10,12/17/2015 17:10,3
134,2,316.0,32,1,12/17/2015 17:05,12/17/2015 17:05,3
135,2,317.0,32,1,12/17/2015 17:04,12/17/2015 17:04,3
136,2,315.0,32,1,12/17/2015 17:01,12/17/2015 17:01,3
137,6,318.0,33,1,12/17/2015 17:38,12/17/2015 17:38,3
138,6,317.0,33,1,12/17/2015 17:36,12/17/2015 17:36,3
139,6,315.0,33,1,12/17/2015 17:35,12/17/2015 17:35,3
140,6,316.0,33,1,12/17/2015 17:32,12/17/2015 17:32,3
141,6,324.0,33,1,12/17/2015 17:29,12/17/2015 17:29,3
142,6,323.0,33,1,12/17/2015 17:26,12/17/2015 17:26,3
143,6,322.0,33,1,12/17/2015 17:24,12/17/2015 17:24,3
144,6,321.0,33,1,12/17/2015 17:21,12/17/2015 17:21,3
145,6,320.0,33,1,12/17/2015 17:19,12/17/2015 17:19,3
146,6,319.0,33,1,12/17/2015 17:17,12/17/2015 17:17,3
147,27,1849.0,34,1,1/18/2016 18:17,1/18/2016 18:17,3
148,27,1850.0,34,1,1/18/2016 18:17,1/18/2016 18:17,3
149,27,1851.0,34,1,1/18/2016 18:17,1/18/2016 18:17,3
150,399,1056.0,35,1,3/12/2016 6:23,3/12/2016 6:23,3
151,399,1055.0,35,1,2/12/2016 11:02,2/12/2016 11:02,3
152,475,2125.0,36,1,3/13/2016 3:13,3/13/2016 3:13,3
153,347,1121.0,37,1,3/19/2016 19:00,3/19/2016 19:00,3
154,347,722.0,37,1,3/19/2016 18:03,3/19/2016 18:03,3
155,347,721.0,37,1,3/19/2016 17:56,3/19/2016 17:56,3
156,347,720.0,37,1,3/19/2016 17:32,3/19/2016 17:32,3
157,499,2270.0,38,1,3/31/2016 19:55,3/31/2016 19:55,3
158,499,2269.0,38,1,3/31/2016 19:52,3/31/2016 19:52,3
159,499,2268.0,38,1,3/31/2016 19:48,3/31/2016 19:48,3
160,518,1997.0,39,1,4/3/2016 9:37,4/3/2016 9:37,3
161,518,1996.0,39,1,4/3/2016 9:36,4/3/2016 9:36,3
162,518,1987.0,39,1,4/2/2016 18:37,4/2/2016 18:37,3
163,518,1988.0,39,1,4/2/2016 18:31,4/2/2016 18:31,3
164,518,1995.0,39,1,4/2/2016 18:27,4/2/2016 18:27,3
165,518,1992.0,39,1,4/2/2016 18:25,4/2/2016 18:25,3
166,518,1990.0,39,1,4/2/2016 18:20,4/2/2016 18:20,3
167,518,1989.0,39,1,4/2/2016 18:19,4/2/2016 18:19,3
168,518,1991.0,39,1,4/2/2016 18:14,4/2/2016 18:14,3
169,518,1993.0,39,1,4/2/2016 18:10,4/2/2016 18:10,3
170,519,347.0,40,1,4/2/2016 19:56,4/2/2016 19:56,3
171,519,348.0,40,1,4/2/2016 19:36,4/2/2016 19:36,3
172,523,497.0,41,1,4/5/2016 16:25,4/5/2016 16:25,3
173,523,495.0,41,1,4/5/2016 16:20,4/5/2016 16:20,3
174,531,1613.0,42,1,4/10/2016 16:16,4/10/2016 16:16,3
175,14,2383.0,43,1,4/15/2016 17:13,4/15/2016 17:13,3
176,14,2381.0,43,1,4/15/2016 17:13,4/15/2016 17:13,3
177,14,2382.0,43,1,4/15/2016 17:13,4/15/2016 17:13,3
178,14,2380.0,43,1,4/15/2016 17:12,4/15/2016 17:12,3
179,14,2336.0,44,1,4/20/2016 15:14,4/20/2016 15:14,3
180,14,2337.0,44,1,4/20/2016 14:40,4/20/2016 14:40,3
181,14,2338.0,44,1,4/20/2016 14:31,4/20/2016 14:31,3
182,14,2339.0,44,1,4/20/2016 14:10,4/20/2016 14:10,3
183,14,2340.0,44,1,4/20/2016 13:42,4/20/2016 13:42,3
184,505,2399.0,45,1,4/22/2016 12:59,4/22/2016 12:59,3
185,505,2398.0,45,1,4/22/2016 12:58,4/22/2016 12:58,3
186,505,2397.0,45,1,4/22/2016 12:57,4/22/2016 12:57,3
187,505,2396.0,45,1,4/22/2016 12:56,4/22/2016 12:56,3
188,505,2395.0,45,1,4/22/2016 12:47,4/22/2016 12:47,3
189,505,2401.0,46,1,4/22/2016 13:59,4/22/2016 13:59,3
190,505,2409.0,46,1,4/22/2016 13:58,4/22/2016 13:58,3
191,505,2408.0,46,1,4/22/2016 13:53,4/22/2016 13:53,3
192,505,2407.0,46,1,4/22/2016 13:53,4/22/2016 13:53,3
193,505,2406.0,46,1,4/22/2016 13:47,4/22/2016 13:47,3
194,505,2402.0,46,1,4/22/2016 13:43,4/22/2016 13:43,3
195,505,2403.0,46,1,4/22/2016 13:39,4/22/2016 13:39,3
196,505,2404.0,46,1,4/22/2016 13:38,4/22/2016 13:38,3
197,505,2405.0,46,1,4/22/2016 13:29,4/22/2016 13:29,3
198,505,2400.0,46,1,4/22/2016 13:23,4/22/2016 13:23,3
199,505,2428.0,47,1,4/23/2016 20:17,4/23/2016 20:17,3
200,505,2427.0,47,1,4/23/2016 20:15,4/23/2016 20:15,3
201,505,2425.0,47,1,4/23/2016 20:10,4/23/2016 20:10,3
202,505,2423.0,47,1,4/23/2016 20:08,4/23/2016 20:08,3
203,505,2421.0,47,1,4/23/2016 20:05,4/23/2016 20:05,3
204,505,2420.0,47,1,4/23/2016 20:03,4/23/2016 20:03,3
205,505,2419.0,47,1,4/23/2016 20:02,4/23/2016 20:02,3
206,505,2422.0,47,1,4/23/2016 20:00,4/23/2016 20:00,3
207,505,2418.0,48,1,4/23/2016 20:47,4/23/2016 20:47,3
208,505,2416.0,48,1,4/23/2016 20:45,4/23/2016 20:45,3
209,505,2414.0,48,1,4/23/2016 20:36,4/23/2016 20:36,3
210,505,2412.0,48,1,4/23/2016 20:23,4/23/2016 20:23,3
211,505,2417.0,48,1,4/23/2016 20:21,4/23/2016 20:21,3
212,505,2415.0,48,1,4/23/2016 20:20,4/23/2016 20:20,3
213,612,2457.0,49,1,5/1/2016 19:57,5/1/2016 19:57,3
214,530,2473.0,50,1,5/10/2016 0:08,5/10/2016 0:08,3
215,530,2428.0,50,1,5/10/2016 0:03,5/10/2016 0:03,3
216,530,2427.0,50,1,5/10/2016 0:00,5/10/2016 0:00,3
217,530,2425.0,50,1,5/9/2016 23:52,5/9/2016 23:52,3
218,530,2424.0,50,1,5/9/2016 23:49,5/9/2016 23:49,3
219,530,2423.0,50,1,5/9/2016 23:43,5/9/2016 23:43,3
220,530,2420.0,50,1,5/9/2016 23:41,5/9/2016 23:41,3
221,530,2421.0,50,1,5/9/2016 23:38,5/9/2016 23:38,3
222,661,2335.0,51,1,5/16/2016 10:13,5/16/2016 10:13,3
223,661,2334.0,51,1,5/16/2016 10:05,5/16/2016 10:05,3
224,661,2332.0,51,1,5/16/2016 9:54,5/16/2016 9:54,3
225,661,2331.0,51,1,5/16/2016 9:44,5/16/2016 9:44,3
226,661,2329.0,51,1,5/16/2016 9:40,5/16/2016 9:40,3
227,687,1608.0,52,1,5/23/2016 19:13,5/23/2016 19:13,3
228,687,1606.0,52,1,5/23/2016 19:10,5/23/2016 19:10,3
229,687,1613.0,52,1,5/23/2016 19:09,5/23/2016 19:09,3
230,687,1605.0,52,1,5/23/2016 19:08,5/23/2016 19:08,3
231,687,1604.0,52,1,5/23/2016 19:05,5/23/2016 19:05,3
232,687,1603.0,52,1,5/23/2016 19:04,5/23/2016 19:04,3
233,2,2138.0,53,1,5/26/2016 20:29,5/26/2016 20:29,3
234,722,2340.0,54,1,6/1/2016 15:14,6/1/2016 15:14,3
235,722,2338.0,54,1,6/1/2016 14:44,6/1/2016 14:44,3
236,722,2337.0,54,1,6/1/2016 14:38,6/1/2016 14:38,3
237,722,2336.0,54,1,6/1/2016 13:05,6/1/2016 13:05,3
238,758,343.0,55,1,6/11/2016 18:03,6/11/2016 18:03,3
239,758,342.0,55,1,6/11/2016 18:00,6/11/2016 18:00,3
240,758,341.0,55,1,6/11/2016 17:58,6/11/2016 17:58,3
241,758,340.0,55,1,6/11/2016 17:56,6/11/2016 17:56,3
242,755,2507.0,56,1,6/12/2016 16:44,6/12/2016 16:44,3
243,755,2506.0,56,1,6/12/2016 16:41,6/12/2016 16:41,3
244,755,2505.0,56,1,6/12/2016 16:37,6/12/2016 16:37,3
245,755,2504.0,56,1,6/12/2016 16:20,6/12/2016 16:20,3
246,755,2503.0,56,1,6/12/2016 14:06,6/12/2016 14:06,3
247,755,2502.0,56,1,6/12/2016 14:06,6/12/2016 14:06,3
248,755,2501.0,56,1,6/12/2016 14:06,6/12/2016 14:06,3
249,753,2344.0,57,1,6/14/2016 11:38,6/14/2016 11:38,3
250,774,937.0,58,1,6/27/2016 9:23,6/27/2016 9:23,3
251,774,927.0,58,1,6/27/2016 9:10,6/27/2016 9:10,3
252,774,928.0,58,1,6/27/2016 9:07,6/27/2016 9:07,3
253,774,936.0,58,1,6/27/2016 8:45,6/27/2016 8:45,3
254,794,2579.0,59,1,7/13/2016 10:48,7/13/2016 10:48,3
255,794,2566.0,59,1,7/13/2016 8:48,7/13/2016 8:48,3
256,794,2565.0,59,1,6/28/2016 17:58,6/28/2016 17:58,3
257,794,2564.0,59,1,6/28/2016 13:35,6/28/2016 13:35,3
258,794,2563.0,59,1,6/28/2016 13:34,6/28/2016 13:34,3
259,812,2289.0,60,1,7/8/2016 2:19,7/8/2016 2:19,3
260,812,1055.0,60,1,7/8/2016 2:11,7/8/2016 2:11,3
261,812,1056.0,60,1,7/8/2016 2:08,7/8/2016 2:08,3
262,812,1057.0,60,1,7/8/2016 2:02,7/8/2016 2:02,3
263,812,1058.0,60,1,7/8/2016 1:51,7/8/2016 1:51,3
264,812,1059.0,60,1,7/8/2016 1:42,7/8/2016 1:42,3
265,812,1060.0,60,1,7/8/2016 1:38,7/8/2016 1:38,3
266,812,1061.0,60,1,7/8/2016 1:30,7/8/2016 1:30,3
267,812,2287.0,60,1,7/8/2016 1:26,7/8/2016 1:26,3
268,829,769.0,61,1,7/14/2016 13:53,7/14/2016 13:53,3
269,834,2175.0,62,1,7/16/2016 17:54,7/16/2016 17:54,3
270,834,2176.0,62,1,7/16/2016 17:53,7/16/2016 17:53,3
271,834,2172.0,62,1,7/16/2016 17:52,7/16/2016 17:52,3
272,834,2173.0,62,1,7/16/2016 17:52,7/16/2016 17:52,3
273,834,2174.0,62,1,7/16/2016 17:51,7/16/2016 17:51,3
274,834,2166.0,62,1,7/16/2016 17:51,7/16/2016 17:51,3
275,834,2165.0,62,1,7/16/2016 17:42,7/16/2016 17:42,3
276,834,2164.0,62,1,7/16/2016 17:39,7/16/2016 17:39,3
277,834,2163.0,62,1,7/16/2016 17:38,7/16/2016 17:38,3
278,834,2162.0,62,1,7/16/2016 17:37,7/16/2016 17:37,3
279,834,2161.0,62,1,7/16/2016 17:31,7/16/2016 17:31,3
280,834,2160.0,62,1,7/16/2016 17:31,7/16/2016 17:31,3
281,719,2136.0,63,1,7/31/2016 11:57,7/31/2016 11:57,3
282,719,2132.0,63,1,7/31/2016 11:47,7/31/2016 11:47,3
283,719,2130.0,63,1,7/31/2016 11:45,7/31/2016 11:45,3
284,719,2131.0,63,1,7/31/2016 11:44,7/31/2016 11:44,3
285,837,2467.0,64,1,8/5/2016 10:35,8/5/2016 10:35,3
286,837,2466.0,64,1,8/5/2016 10:30,8/5/2016 10:30,3
287,901,1897.0,65,1,8/11/2016 18:33,8/11/2016 18:33,3
288,901,1896.0,65,1,8/11/2016 17:48,8/11/2016 17:48,3
289,890,456.0,66,1,8/12/2016 21:05,8/12/2016 21:05,3
290,890,460.0,66,1,8/12/2016 21:01,8/12/2016 21:01,3
291,890,448.0,66,1,8/12/2016 20:52,8/12/2016 20:52,3
292,890,452.0,66,1,8/12/2016 20:45,8/12/2016 20:45,3
293,890,458.0,66,1,8/12/2016 20:43,8/12/2016 20:43,3
294,890,451.0,66,1,8/12/2016 19:58,8/12/2016 19:58,3
295,890,453.0,66,1,8/12/2016 19:53,8/12/2016 19:53,3
296,890,461.0,66,1,8/12/2016 19:21,8/12/2016 19:21,3
297,890,442.0,66,1,8/12/2016 19:04,8/12/2016 19:04,3
298,920,1185.0,67,1,8/19/2016 20:50,8/19/2016 20:50,3
299,920,1184.0,67,1,8/19/2016 20:49,8/19/2016 20:49,3
300,920,1178.0,67,1,8/19/2016 20:44,8/19/2016 20:44,3
301,920,1176.0,67,1,8/19/2016 18:19,8/19/2016 18:19,3
302,920,1173.0,67,1,8/19/2016 18:15,8/19/2016 18:15,3
303,920,1172.0,67,1,8/19/2016 18:14,8/19/2016 18:14,3
304,920,1170.0,67,1,8/19/2016 18:14,8/19/2016 18:14,3
305,920,1171.0,67,1,8/19/2016 18:13,8/19/2016 18:13,3
306,920,1169.0,67,1,8/19/2016 18:12,8/19/2016 18:12,3
307,920,1168.0,67,1,8/19/2016 18:11,8/19/2016 18:11,3
308,920,1167.0,67,1,8/19/2016 18:08,8/19/2016 18:08,3
309,920,1165.0,67,1,8/19/2016 18:06,8/19/2016 18:06,3
310,920,1162.0,67,1,8/19/2016 18:02,8/19/2016 18:02,3
311,920,1161.0,67,1,8/19/2016 18:01,8/19/2016 18:01,3
312,920,1159.0,67,1,8/19/2016 18:00,8/19/2016 18:00,3
313,920,1158.0,67,1,8/19/2016 17:46,8/19/2016 17:46,3
314,956,2757.0,68,1,8/31/2016 9:01,8/31/2016 9:01,3
315,956,2755.0,68,1,8/31/2016 8:58,8/31/2016 8:58,3
316,956,2753.0,68,1,8/30/2016 17:38,8/30/2016 17:38,3
317,956,2752.0,68,1,8/30/2016 17:37,8/30/2016 17:37,3
318,956,2751.0,68,1,8/30/2016 17:34,8/30/2016 17:34,3
319,956,2754.0,68,1,8/30/2016 17:32,8/30/2016 17:32,3
320,956,2761.0,68,1,8/30/2016 17:29,8/30/2016 17:29,3
321,956,2756.0,68,1,8/30/2016 17:25,8/30/2016 17:25,3
322,956,2758.0,68,1,8/30/2016 17:23,8/30/2016 17:23,3
323,956,2745.0,68,1,8/30/2016 13:04,8/30/2016 13:04,3
324,956,2781.0,69,1,9/1/2016 13:41,9/1/2016 13:41,3
325,956,2775.0,69,1,9/1/2016 10:58,9/1/2016 10:58,3
326,956,2779.0,69,1,9/1/2016 10:34,9/1/2016 10:34,3
327,956,2767.0,69,1,8/31/2016 16:51,8/31/2016 16:51,3
328,956,2762.0,69,1,8/31/2016 16:47,8/31/2016 16:47,3
329,956,2763.0,69,1,8/31/2016 16:43,8/31/2016 16:43,3
330,956,2764.0,69,1,8/31/2016 16:41,8/31/2016 16:41,3
331,956,2772.0,69,1,8/31/2016 16:32,8/31/2016 16:32,3
332,956,2773.0,69,1,8/31/2016 16:27,8/31/2016 16:27,3
333,956,2774.0,69,1,8/31/2016 16:24,8/31/2016 16:24,3
334,956,2770.0,69,1,8/31/2016 16:20,8/31/2016 16:20,3
335,956,2769.0,69,1,8/31/2016 16:16,8/31/2016 16:16,3
336,838,2825.0,70,1,9/10/2016 14:36,9/10/2016 14:36,3
337,838,2824.0,70,1,9/10/2016 14:23,9/10/2016 14:23,3
338,838,2725.0,70,1,9/10/2016 1:22,9/10/2016 1:22,3
339,838,2721.0,70,1,9/10/2016 1:08,9/10/2016 1:08,3
340,838,2717.0,70,1,9/10/2016 0:37,9/10/2016 0:37,3
341,838,2729.0,70,1,9/9/2016 23:09,9/9/2016 23:09,3
342,838,2723.0,70,1,9/7/2016 0:27,9/7/2016 0:27,3
343,838,2715.0,70,1,9/7/2016 0:17,9/7/2016 0:17,3
344,838,2714.0,70,1,9/7/2016 0:08,9/7/2016 0:08,3
345,838,2712.0,70,1,9/7/2016 0:03,9/7/2016 0:03,3
346,838,2711.0,70,1,9/6/2016 23:35,9/6/2016 23:35,3
347,885,2845.0,71,1,9/23/2016 12:20,9/23/2016 12:20,3
348,885,2838.0,71,1,9/14/2016 20:56,9/14/2016 20:56,3
349,885,2837.0,71,1,9/14/2016 20:56,9/14/2016 20:56,3
350,885,2844.0,71,1,9/14/2016 17:29,9/14/2016 17:29,3
351,885,2849.0,71,1,9/14/2016 17:27,9/14/2016 17:27,3
352,885,2843.0,71,1,9/14/2016 17:26,9/14/2016 17:26,3
353,1010,2887.0,72,1,9/22/2016 20:41,9/22/2016 20:41,3
354,1012,1186.0,73,1,9/24/2016 2:59,9/24/2016 2:59,3
355,1012,1188.0,73,1,9/24/2016 2:58,9/24/2016 2:58,3
356,1012,1183.0,73,1,9/24/2016 2:53,9/24/2016 2:53,3
357,1012,1182.0,73,1,9/24/2016 2:51,9/24/2016 2:51,3
358,1012,1181.0,73,1,9/24/2016 2:50,9/24/2016 2:50,3
359,1012,1180.0,73,1,9/24/2016 2:46,9/24/2016 2:46,3
360,1012,1175.0,73,1,9/24/2016 2:36,9/24/2016 2:36,3
361,1012,1172.0,73,1,9/24/2016 2:36,9/24/2016 2:36,3
362,1012,1174.0,73,1,9/24/2016 2:35,9/24/2016 2:35,3
363,1012,1171.0,73,1,9/24/2016 2:34,9/24/2016 2:34,3
364,1012,1170.0,73,1,9/24/2016 2:32,9/24/2016 2:32,3
365,1012,1169.0,73,1,9/24/2016 2:31,9/24/2016 2:31,3
366,1012,1166.0,73,1,9/24/2016 2:25,9/24/2016 2:25,3
367,1012,1164.0,73,1,9/24/2016 2:22,9/24/2016 2:22,3
368,1012,1162.0,73,1,9/24/2016 2:19,9/24/2016 2:19,3
369,1012,1163.0,73,1,9/24/2016 2:18,9/24/2016 2:18,3
370,1012,1161.0,73,1,9/24/2016 2:18,9/24/2016 2:18,3
371,1012,1160.0,73,1,9/24/2016 2:16,9/24/2016 2:16,3
372,1012,1159.0,73,1,9/24/2016 2:15,9/24/2016 2:15,3
373,1012,1158.0,73,1,9/24/2016 2:12,9/24/2016 2:12,3
374,1022,337.0,74,1,9/30/2016 17:41,9/30/2016 17:41,3
375,2,2925.0,75,1,10/3/2016 12:58,10/3/2016 12:58,3
376,2,2921.0,75,1,10/3/2016 12:16,10/3/2016 12:16,3
377,2,2922.0,75,1,10/3/2016 11:58,10/3/2016 11:58,3
378,2,2923.0,75,1,10/3/2016 11:20,10/3/2016 11:20,3
379,1042,2161.0,76,1,10/10/2016 17:43,10/10/2016 17:43,3
